company_name,ticker,status,question_count,answer_file,snapshot_file,error
Accenture,ACN,skipped_existing,,/mnt/primary/answers/2026-07-16/Accenture_answer_2026-07-16.txt,,
Adobe Inc.,ADBE,skipped_existing,,/mnt/primary/answers/2026-07-16/Adobe Inc_answer_2026-07-16.txt,,
Apple Inc.,AAPL,skipped_existing,,/mnt/primary/answers/2026-07-16/Apple Inc_answer_2026-07-16.txt,,
Cisco,CSCO,skipped_existing,,/mnt/primary/answers/2026-07-16/Cisco_answer_2026-07-16.txt,,
Cognizant,CTSH,skipped_existing,,/mnt/primary/answers/2026-07-16/Cognizant_answer_2026-07-16.txt,,
Hewlett Packard Enterprise,HPE,skipped_existing,,/mnt/primary/answers/2026-07-16/Hewlett Packard Enterprise_answer_2026-07-16.txt,,
Sandisk,SNDK,skipped_existing,,/mnt/primary/answers/2026-07-16/Sandisk_answer_2026-07-16.txt,,
ServiceNow,NOW,skipped_existing,,/mnt/primary/answers/2026-07-16/ServiceNow_answer_2026-07-16.txt,,
Western Digital,WDC,skipped_existing,,/mnt/primary/answers/2026-07-16/Western Digital_answer_2026-07-16.txt,,
"Workday, Inc.",WDAY,skipped_existing,,"/mnt/primary/answers/2026-07-16/Workday, Inc_answer_2026-07-16.txt",,
Air Products,APD,skipped_existing,,/mnt/primary/answers/2026-07-16/Air Products_answer_2026-07-16.txt,,
Corteva,CTVA,skipped_existing,,/mnt/primary/answers/2026-07-16/Corteva_answer_2026-07-16.txt,,
International Flavors & Fragrances,IFF,skipped_existing,,/mnt/primary/answers/2026-07-16/International Flavors & Fragrances_answer_2026-07-16.txt,,
International Paper,IP,skipped_existing,,/mnt/primary/answers/2026-07-16/International Paper_answer_2026-07-16.txt,,
LyondellBasell,LYB,skipped_existing,,/mnt/primary/answers/2026-07-16/LyondellBasell_answer_2026-07-16.txt,,
Martin Marietta Materials,MLM,skipped_existing,,/mnt/primary/answers/2026-07-16/Martin Marietta Materials_answer_2026-07-16.txt,,
Mosaic Company (The),MOS,skipped_existing,,/mnt/primary/answers/2026-07-16/Mosaic Company (The)_answer_2026-07-16.txt,,
Smurfit Westrock,SW,skipped_existing,,/mnt/primary/answers/2026-07-16/Smurfit Westrock_answer_2026-07-16.txt,,
Steel Dynamics,STLD,skipped_existing,,/mnt/primary/answers/2026-07-16/Steel Dynamics_answer_2026-07-16.txt,,
Vulcan Materials Company,VMC,skipped_existing,,/mnt/primary/answers/2026-07-16/Vulcan Materials Company_answer_2026-07-16.txt,,
CBRE Group,CBRE,skipped_existing,,/mnt/primary/answers/2026-07-16/CBRE Group_answer_2026-07-16.txt,,
CoStar Group,CSGP,skipped_existing,,/mnt/primary/answers/2026-07-16/CoStar Group_answer_2026-07-16.txt,,
Iron Mountain,IRM,skipped_existing,,/mnt/primary/answers/2026-07-16/Iron Mountain_answer_2026-07-16.txt,,
Kimco Realty,KIM,skipped_existing,,/mnt/primary/answers/2026-07-16/Kimco Realty_answer_2026-07-16.txt,,
Mid-America Apartment Communities,MAA,skipped_existing,,/mnt/primary/answers/2026-07-16/Mid-America Apartment Communities_answer_2026-07-16.txt,,
Ventas,VTR,skipped_existing,,/mnt/primary/answers/2026-07-16/Ventas_answer_2026-07-16.txt,,
Welltower,WELL,skipped_existing,,/mnt/primary/answers/2026-07-16/Welltower_answer_2026-07-16.txt,,
Weyerhaeuser,WY,skipped_existing,,/mnt/primary/answers/2026-07-16/Weyerhaeuser_answer_2026-07-16.txt,,
AES Corporation,AES,skipped_existing,,/mnt/primary/answers/2026-07-16/AES Corporation_answer_2026-07-16.txt,,
Alliant Energy,LNT,skipped_existing,,/mnt/primary/answers/2026-07-16/Alliant Energy_answer_2026-07-16.txt,,
American Electric Power,AEP,skipped_existing,,/mnt/primary/answers/2026-07-16/American Electric Power_answer_2026-07-16.txt,,
Consolidated Edison,ED,skipped_existing,,/mnt/primary/answers/2026-07-16/Consolidated Edison_answer_2026-07-16.txt,,
Constellation Energy,CEG,skipped_existing,,/mnt/primary/answers/2026-07-16/Constellation Energy_answer_2026-07-16.txt,,
Dominion Energy,D,skipped_existing,,/mnt/primary/answers/2026-07-16/Dominion Energy_answer_2026-07-16.txt,,
Vistra Corp.,VST,skipped_existing,,/mnt/primary/answers/2026-07-16/Vistra Corp_answer_2026-07-16.txt,,
WEC Energy Group,WEC,skipped_existing,,/mnt/primary/answers/2026-07-16/WEC Energy Group_answer_2026-07-16.txt,,
Xcel Energy,XEL,skipped_existing,,/mnt/primary/answers/2026-07-16/Xcel Energy_answer_2026-07-16.txt,,
