Date,Symbol,Company,Category,News_Available,News_Sentiment,News_Impact_1D,News_Impact_3D,News_Impact_5D,News_Confidence,News_Novelty,News_Materiality,News_Event_Type,News_Article_Count,News_Sentiment_Signal,News_Signal_1D,News_Signal_3D,News_Signal_5D,News_Novelty_Adjusted_Signal_1D,News_Novelty_Adjusted_Signal_3D,News_Novelty_Adjusted_Signal_5D,Answer_Available,Answer_Impact_1D,Answer_Impact_3D,Answer_Impact_5D,Answer_Confidence,Answer_Fundamental_Strength,Answer_Catalyst_Score,Answer_Risk_Score,Answer_Information_Quality,Answer_Novelty,Answer_Previous_Available,Answer_Signal_1D,Answer_Signal_3D,Answer_Signal_5D,Answer_Quality_Adjusted_Signal_1D,Answer_Quality_Adjusted_Signal_3D,Answer_Quality_Adjusted_Signal_5D,Answer_Novelty_Adjusted_Signal_1D,Answer_Novelty_Adjusted_Signal_3D,Answer_Novelty_Adjusted_Signal_5D,Model,Prompt_Version,Processor_Version,Processed_At_UTC,Snapshot_SHA256,Answer_SHA256,Snapshot_Path,Answer_Path,Previous_Answer_Path,Previous_Answer_SHA256,News_Input_Truncated,Answer_Input_Truncated,Previous_Answer_Input_Truncated,Feature_JSON_Path
2026-07-15,APA,APA Corporation,Energy,True,-0.2,-0.1,-0.15,-0.1,0.6,0.7,0.8,macro_exposure,9,-0.12,-0.048,-0.072,-0.048,-0.0336,-0.05039999999999999,-0.0336,True,0.0,0.0,0.0,0.2,0.1,0.2,0.6,0.4,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gpt-oss-120b,financial_features,llm_feature_extractor_v1,2026-09-14T13:29:15.465337+00:00,c18ccc224465279451de217eaabb205786dbe4dc32b0306a15125314d8dd8998,37c1f084e0dec3011a074a9cf6643950024f25a9b5cc3bf5fe0806388ff6d9a9,/mnt/primary/Finnhub Pipeline/finnhub_snapshots_filtered/2026-07-15/APA Corporation_APA_snapshot.json,/mnt/primary/Finnhub Pipeline/finnhub_answers/2026-07-15/APA Corporation_answer_2026-07-15.txt,,,False,False,False,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/APA_features.json
2026-07-15,APD,Air Products,Materials,True,0.3,0.1,0.15,0.1,0.5,0.2,0.4,guidance,2,0.15,0.020000000000000004,0.03,0.020000000000000004,0.004000000000000001,0.006,0.004000000000000001,True,0.0,0.0,0.0,0.4,0.2,0.3,0.6,0.7,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gpt-oss-120b,financial_features,llm_feature_extractor_v1,2026-09-14T13:29:22.946893+00:00,2bd8c3181d5438a7fca0eb008a2ec7fa024e6ab8ad21b0d81769f9e883cc116f,c5c39534006ba4afe4b2060f42109432ebd251dc1db96db3d01ffec69fd8ea43,/mnt/primary/Finnhub Pipeline/finnhub_snapshots_filtered/2026-07-15/Air Products_APD_snapshot.json,/mnt/primary/Finnhub Pipeline/finnhub_answers/2026-07-15/Air Products_answer_2026-07-15.txt,,,False,False,False,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/APD_features.json
2026-07-15,APO,Apollo Global Management,Financials,True,-0.2,-0.3,0.0,0.2,0.7,0.5,0.6,analyst_rating,6,-0.13999999999999999,-0.126,0.0,0.08399999999999999,-0.063,0.0,0.041999999999999996,True,0.0,0.0,0.0,0.6,0.3,0.2,0.5,0.7,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gpt-oss-120b,financial_features,llm_feature_extractor_v1,2026-09-14T13:31:03.227172+00:00,72228140dbfa0c6db4f19a792e43e93464cfcf02c318f9a806cf45e7b6790373,e3e2f30d35ed29f4f99e8bfe08610c0c998e21f176c1239e61b21fbd71499b0d,/mnt/primary/Finnhub Pipeline/finnhub_snapshots_filtered/2026-07-15/Apollo Global Management_APO_snapshot.json,/mnt/primary/Finnhub Pipeline/finnhub_answers/2026-07-15/Apollo Global Management_answer_2026-07-15.txt,,,False,False,False,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/APO_features.json
2026-07-15,AXP,American Express,Financials,True,0.4,0.3,0.2,0.1,0.75,0.6,0.5,analyst_rating,9,0.30000000000000004,0.11249999999999999,0.07500000000000001,0.037500000000000006,0.06749999999999999,0.045000000000000005,0.022500000000000003,True,0.1,0.15,0.2,0.45,0.5,0.4,0.3,0.55,0.0,False,0.045000000000000005,0.0675,0.09000000000000001,0.024750000000000005,0.037125000000000005,0.04950000000000001,0.0,0.0,0.0,gpt-oss-120b,financial_features,llm_feature_extractor_v1,2026-09-14T13:30:24.622341+00:00,cf54aa13952f0a788945f413d3466c1c545b01905608773493ca1c8c269216aa,016142dfad9181aae36dc9c83096833b92d85aaa873b28fe546d438891f2644b,/mnt/primary/Finnhub Pipeline/finnhub_snapshots_filtered/2026-07-15/American Express_AXP_snapshot.json,/mnt/primary/Finnhub Pipeline/finnhub_answers/2026-07-15/American Express_answer_2026-07-15.txt,,,False,False,False,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/AXP_features.json
2026-07-15,BA,Boeing,Industrials,True,-0.05,-0.1,0.05,0.0,0.6,0.7,0.8,operations,9,-0.03,-0.048,0.024,0.0,-0.0336,0.0168,0.0,True,0.2,0.3,0.3,0.6,0.2,0.3,0.5,0.8,0.0,False,0.12,0.18,0.18,0.096,0.144,0.144,0.0,0.0,0.0,gpt-oss-120b,financial_features,llm_feature_extractor_v1,2026-09-14T13:31:49.835981+00:00,2328d45ad1c1220451cce4c87f06e3d5cbda9ccea8c80c8c4b05b94b225faff0,9671621fd602d854d6f4f44d1f0b0f7723b25ae9240f3a3320a547d444ac0cce,/mnt/primary/Finnhub Pipeline/finnhub_snapshots_filtered/2026-07-15/Boeing_BA_snapshot.json,/mnt/primary/Finnhub Pipeline/finnhub_answers/2026-07-15/Boeing_answer_2026-07-15.txt,,,False,False,False,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/BA_features.json
2026-07-15,BKNG,Booking Holdings,Consumer Discretionary,True,0.2,0.0,0.0,0.0,0.3,0.6,0.5,analyst_rating,7,0.06,0.0,0.0,0.0,0.0,0.0,0.0,True,0.1,0.2,0.2,0.6,0.7,0.4,0.3,0.7,0.0,False,0.06,0.12,0.12,0.041999999999999996,0.08399999999999999,0.08399999999999999,0.0,0.0,0.0,gpt-oss-120b,financial_features,llm_feature_extractor_v1,2026-09-14T13:32:59.833115+00:00,98d88a721c413345454b57dbf44cb11d7048f26fafcc77d035338fb3e2d0d23b,906406af69bb277494c320a49f2f22dd47d6f0d6e798589a52c1d1203476d451,/mnt/primary/Finnhub Pipeline/finnhub_snapshots_filtered/2026-07-15/Booking Holdings_BKNG_snapshot.json,/mnt/primary/Finnhub Pipeline/finnhub_answers/2026-07-15/Booking Holdings_answer_2026-07-15.txt,,,False,False,False,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/BKNG_features.json
2026-07-15,BKR,Baker Hughes,Energy,True,0.3,0.2,0.25,0.2,0.7,0.8,0.85,merger_acquisition,14,0.21,0.11899999999999998,0.14875,0.11899999999999998,0.09519999999999999,0.119,0.09519999999999999,True,0.1,0.2,0.2,0.6,0.6,0.5,0.4,0.7,0.0,False,0.06,0.12,0.12,0.041999999999999996,0.08399999999999999,0.08399999999999999,0.0,0.0,0.0,gpt-oss-120b,financial_features,llm_feature_extractor_v1,2026-09-14T13:31:08.398006+00:00,bd4be75618777a895ef18b1f666cd61656eafca7b5db0ee2d99058798c2fc6bf,923ab554730297cd175f5e8e160ee486a55624744709255541015efbd729c216,/mnt/primary/Finnhub Pipeline/finnhub_snapshots_filtered/2026-07-15/Baker Hughes_BKR_snapshot.json,/mnt/primary/Finnhub Pipeline/finnhub_answers/2026-07-15/Baker Hughes_answer_2026-07-15.txt,,,False,False,False,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/BKR_features.json
2026-07-15,BR,Broadridge Financial Solutions,Industrials,True,0.3,0.1,0.1,0.05,0.55,0.2,0.5,operations,1,0.165,0.027500000000000004,0.027500000000000004,0.013750000000000002,0.005500000000000001,0.005500000000000001,0.0027500000000000007,True,0.0,0.0,0.0,0.6,0.4,0.2,0.5,0.7,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gpt-oss-120b,financial_features,llm_feature_extractor_v1,2026-09-14T13:31:51.443336+00:00,f3b7a64f15878fa51e6b845df70874383e3f2f1f892701a96c314c847f7c7225,ac7d7fb399789fa833d6dd3a87b6a962c64f7af8628199948231a424515ad3c9,/mnt/primary/Finnhub Pipeline/finnhub_snapshots_filtered/2026-07-15/Broadridge Financial Solutions_BR_snapshot.json,/mnt/primary/Finnhub Pipeline/finnhub_answers/2026-07-15/Broadridge Financial Solutions_answer_2026-07-15.txt,,,False,False,False,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/BR_features.json
2026-07-15,CARR,Carrier Global,Industrials,True,0.2,0.3,-0.1,-0.2,0.6,0.7,0.8,analyst_rating,7,0.12,0.144,-0.048,-0.096,0.10079999999999999,-0.0336,-0.0672,True,0.0,0.0,0.0,0.3,-0.2,0.0,0.6,0.7,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gpt-oss-120b,financial_features,llm_feature_extractor_v1,2026-09-14T13:32:41.437803+00:00,77ebd1183f24a5c3cf5a6f73c1bb6d9de798c3b4e0d8fa349b0d64dae823e889,14cf6d11137ca8cc0bf778150806c9eba6857f904da9d1d8a306d5e4329a055c,/mnt/primary/Finnhub Pipeline/finnhub_snapshots_filtered/2026-07-15/Carrier Global_CARR_snapshot.json,/mnt/primary/Finnhub Pipeline/finnhub_answers/2026-07-15/Carrier Global_answer_2026-07-15.txt,,,False,False,False,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/CARR_features.json
2026-07-15,CASY,Casey's,Consumer Staples,True,0.2,0.0,0.1,0.1,0.55,0.7,0.6,analyst_rating,4,0.11000000000000001,0.0,0.033,0.033,0.0,0.0231,0.0231,True,0.1,0.12,0.15,0.4,0.6,0.4,0.3,0.6,0.0,False,0.04000000000000001,0.048,0.06,0.024000000000000004,0.0288,0.036,0.0,0.0,0.0,gpt-oss-120b,financial_features,llm_feature_extractor_v1,2026-09-14T13:32:41.548870+00:00,875013c11e378e7a2d148cc1332ddb1a00cdcab9da53e5420b1b2ab3c41b8098,3ba58ed56fd6d629106a41494323e19b8c66e996a081693450cdc215bd6e8d76,/mnt/primary/Finnhub Pipeline/finnhub_snapshots_filtered/2026-07-15/Casey's_CASY_snapshot.json,/mnt/primary/Finnhub Pipeline/finnhub_answers/2026-07-15/Casey's_answer_2026-07-15.txt,,,False,False,False,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/CASY_features.json
2026-07-15,CAT,Caterpillar Inc.,Industrials,True,0.4,0.3,0.4,0.4,0.65,0.7,0.8,guidance,8,0.26,0.15600000000000003,0.20800000000000002,0.20800000000000002,0.10920000000000002,0.1456,0.1456,True,0.3,0.5,0.6,0.6,0.7,0.5,0.3,0.6,0.0,False,0.18,0.3,0.36,0.108,0.18,0.216,0.0,0.0,0.0,gpt-oss-120b,financial_features,llm_feature_extractor_v1,2026-09-14T13:32:25.842548+00:00,9a15b90449b37038db967c9588d9435450381703d6bbf0d93babb331b0cd0f4d,584d2c7926587eac0eb9adbe7859d9ff9a1cde9045584702943735c2ed073eae,/mnt/primary/Finnhub Pipeline/finnhub_snapshots_filtered/2026-07-15/Caterpillar Inc_CAT_snapshot.json,/mnt/primary/Finnhub Pipeline/finnhub_answers/2026-07-15/Caterpillar Inc_answer_2026-07-15.txt,,,False,False,False,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/CAT_features.json
2026-07-15,CBRE,CBRE Group,Real Estate,True,0.2,0.15,0.2,0.2,0.6,0.7,0.8,financing,6,0.12,0.072,0.096,0.096,0.05039999999999999,0.0672,0.0672,True,0.0,0.0,0.0,0.55,0.25,0.15,0.45,0.65,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gpt-oss-120b,financial_features,llm_feature_extractor_v1,2026-09-14T13:33:08.799043+00:00,c77f8204fe87382e95e3bf7c01afd5eed84640031cc9b6c39c6b486fc126675f,fe7d3bb6ab14b3f3f22a43edcb695a11a41764567dc82057a30dffd73e3c74dc,/mnt/primary/Finnhub Pipeline/finnhub_snapshots_filtered/2026-07-15/CBRE Group_CBRE_snapshot.json,/mnt/primary/Finnhub Pipeline/finnhub_answers/2026-07-15/CBRE Group_answer_2026-07-15.txt,,,False,False,False,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/CBRE_features.json
2026-07-15,CEG,Constellation Energy,Utilities,True,0.7,0.3,0.2,0.1,0.3,0.2,0.2,other,4,0.21,0.018,0.012,0.006,0.0036,0.0024000000000000002,0.0012000000000000001,True,0.0,0.0,0.0,0.6,0.5,0.2,0.4,0.7,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gpt-oss-120b,financial_features,llm_feature_extractor_v1,2026-09-14T13:35:00.904174+00:00,479d5ec4a0a0b3568f0233d6e2e3428531d7af0b18c0a190edc7ffa674453058,e3368a7c6b1f8dae2aa2d92167f08b36b4178cd2919ee4c6bfdf39eac3c8bf0f,/mnt/primary/Finnhub Pipeline/finnhub_snapshots_filtered/2026-07-15/Constellation Energy_CEG_snapshot.json,/mnt/primary/Finnhub Pipeline/finnhub_answers/2026-07-15/Constellation Energy_answer_2026-07-15.txt,,,False,False,False,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/CEG_features.json
2026-07-15,CHRW,C.H. Robinson,Industrials,True,0.35,0.25,0.2,0.15,0.7,0.6,0.5,analyst_rating,4,0.24499999999999997,0.0875,0.06999999999999999,0.0525,0.0525,0.041999999999999996,0.0315,True,0.0,0.0,0.0,0.6,0.7,0.4,0.4,0.8,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gpt-oss-120b,financial_features,llm_feature_extractor_v1,2026-09-14T13:33:50.380362+00:00,2b38452e112c8f789e953c984af58fe34bf01b325855df2c556f9e52c4ee33d1,3e288a853b89597100872376096a1ac658f1437cc142a26e3578b97fb95a555c,/mnt/primary/Finnhub Pipeline/finnhub_snapshots_filtered/2026-07-15/C.H. Robinson_CHRW_snapshot.json,/mnt/primary/Finnhub Pipeline/finnhub_answers/2026-07-15/C.H. Robinson_answer_2026-07-15.txt,,,False,False,False,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/CHRW_features.json
2026-07-15,CI,Cigna,Health Care,True,0.6,0.3,0.2,0.1,0.75,0.5,0.6,analyst_rating,4,0.44999999999999996,0.13499999999999998,0.09000000000000001,0.045000000000000005,0.06749999999999999,0.045000000000000005,0.022500000000000003,True,-0.1,0.2,0.3,0.6,0.5,0.3,0.4,0.7,0.0,False,-0.06,0.12,0.18,-0.041999999999999996,0.08399999999999999,0.126,-0.0,0.0,0.0,gpt-oss-120b,financial_features,llm_feature_extractor_v1,2026-09-14T13:33:28.312553+00:00,fa19f66810c2f3ea6a9288e1bb6382b7e837a97c24c7d2f287600ae0c8baba55,bb1bb66287de9abe95d2fe9a6682fd3635a5950fa5420c475163349d3b7a4a7c,/mnt/primary/Finnhub Pipeline/finnhub_snapshots_filtered/2026-07-15/Cigna_CI_snapshot.json,/mnt/primary/Finnhub Pipeline/finnhub_answers/2026-07-15/Cigna_answer_2026-07-15.txt,,,False,False,False,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/CI_features.json
2026-07-15,CL,Colgate-Palmolive,Consumer Staples,True,0.3,0.2,0.25,0.2,0.6,0.2,0.4,analyst_rating,6,0.18,0.048,0.06,0.048,0.009600000000000001,0.012,0.009600000000000001,True,-0.2,-0.15,-0.1,0.4,0.3,0.2,0.6,0.7,0.0,False,-0.08000000000000002,-0.06,-0.04000000000000001,-0.05600000000000001,-0.041999999999999996,-0.028000000000000004,-0.0,-0.0,-0.0,gpt-oss-120b,financial_features,llm_feature_extractor_v1,2026-09-14T13:34:22.260231+00:00,42e032de70dda6fdbe4d6125b565f6cac20feacaa8036e4ae0dcf60afa717356,677b4cfcb7a8e7b640c56f18444cf98035e53493af52ed665c21c4bd93dbabf9,/mnt/primary/Finnhub Pipeline/finnhub_snapshots_filtered/2026-07-15/Colgate-Palmolive_CL_snapshot.json,/mnt/primary/Finnhub Pipeline/finnhub_answers/2026-07-15/Colgate-Palmolive_answer_2026-07-15.txt,,,False,False,False,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/CL_features.json
