Date,Symbol,Company,Status,Reason,Output_Path,News_Available,News_Articles,Answer_Available,Snapshot_Path,Error
2026-07-15,CTVA,Corteva,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/CTVA_features.json,,,,,
2026-07-15,CVS,CVS Health,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/CVS_features.json,,,,,
2026-07-15,CVX,Chevron Corporation,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/CVX_features.json,,,,,
2026-07-15,D,Dominion Energy,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/D_features.json,,,,,
2026-07-15,DASH,DoorDash,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/DASH_features.json,,,,,
2026-07-15,DG,Dollar General,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/DG_features.json,,,,,
2026-07-15,DHR,Danaher Corporation,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/DHR_features.json,,,,,
2026-07-15,DIS,Walt Disney Company (The),skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/DIS_features.json,,,,,
2026-07-15,DVA,DaVita,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/DVA_features.json,,,,,
2026-07-15,DVN,Devon Energy,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/DVN_features.json,,,,,
2026-07-15,DXCM,Dexcom,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/DXCM_features.json,,,,,
2026-07-15,EA,Electronic Arts,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/EA_features.json,,,,,
2026-07-15,ED,Consolidated Edison,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/ED_features.json,,,,,
2026-07-15,EOG,EOG Resources,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/EOG_features.json,,,,,
2026-07-15,EW,Edwards Lifesciences,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/EW_features.json,,,,,
2026-07-15,EXE,Expand Energy,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/EXE_features.json,,,,,
2026-07-15,FANG,Diamondback Energy,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/FANG_features.json,,,,,
2026-07-15,GEHC,GE HealthCare,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/GEHC_features.json,,,,,
2026-07-15,GILD,Gilead Sciences,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/GILD_features.json,,,,,
2026-07-15,GIS,General Mills,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/GIS_features.json,,,,,
2026-07-15,GOOGL,Alphabet Inc. (Class A),skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/GOOGL_features.json,,,,,
2026-07-15,GS,Goldman Sachs,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/GS_features.json,,,,,
2026-07-15,HPE,Hewlett Packard Enterprise,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/HPE_features.json,,,,,
2026-07-15,IFF,International Flavors & Fragrances,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/IFF_features.json,,,,,
2026-07-15,IP,International Paper,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/IP_features.json,,,,,
2026-07-15,IRM,Iron Mountain,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/IRM_features.json,,,,,
2026-07-15,JPM,JPMorgan Chase,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/JPM_features.json,,,,,
2026-07-15,KIM,Kimco Realty,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/KIM_features.json,,,,,
2026-07-15,KO,Coca-Cola Company (The),skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/KO_features.json,,,,,
2026-07-15,LNT,Alliant Energy,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/LNT_features.json,,,,,
2026-07-15,LYB,LyondellBasell,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/LYB_features.json,,,,,
2026-07-15,MAA,Mid-America Apartment Communities,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/MAA_features.json,,,,,
2026-07-15,META,Meta Platforms,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/META_features.json,,,,,
2026-07-15,MLM,Martin Marietta Materials,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/MLM_features.json,,,,,
2026-07-15,MMM,3M,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/MMM_features.json,,,,,
2026-07-15,MMM,3M,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/MMM_features.json,,,,,
2026-07-15,MOS,Mosaic Company (The),skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/MOS_features.json,,,,,
2026-07-15,NFLX,Netflix,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/NFLX_features.json,,,,,
2026-07-15,NKE,"Nike, Inc.",skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/NKE_features.json,,,,,
2026-07-15,NOW,ServiceNow,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/NOW_features.json,,,,,
2026-07-15,OMC,Omnicom Group,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/OMC_features.json,,,,,
2026-07-15,PEP,PepsiCo,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/PEP_features.json,,,,,
2026-07-15,PYPL,PayPal,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/PYPL_features.json,,,,,
2026-07-15,RL,Ralph Lauren Corporation,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/RL_features.json,,,,,
2026-07-15,SBUX,Starbucks,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/SBUX_features.json,,,,,
2026-07-15,SNDK,Sandisk,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/SNDK_features.json,,,,,
2026-07-15,STLD,Steel Dynamics,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/STLD_features.json,,,,,
2026-07-15,SW,Smurfit Westrock,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/SW_features.json,,,,,
2026-07-15,T,AT&T,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/T_features.json,,,,,
2026-07-15,TGT,Target Corporation,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/TGT_features.json,,,,,
2026-07-15,TPR,"Tapestry, Inc.",skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/TPR_features.json,,,,,
2026-07-15,TSLA,"Tesla, Inc.",skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/TSLA_features.json,,,,,
2026-07-15,TTWO,Take-Two Interactive,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/TTWO_features.json,,,,,
2026-07-15,V,Visa Inc.,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/V_features.json,,,,,
2026-07-15,VMC,Vulcan Materials Company,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/VMC_features.json,,,,,
2026-07-15,VST,Vistra Corp.,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/VST_features.json,,,,,
2026-07-15,VTR,Ventas,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/VTR_features.json,,,,,
2026-07-15,WBD,Warner Bros. Discovery,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/WBD_features.json,,,,,
2026-07-15,WDAY,"Workday, Inc.",skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/WDAY_features.json,,,,,
2026-07-15,WDC,Western Digital,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/WDC_features.json,,,,,
2026-07-15,WEC,WEC Energy Group,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/WEC_features.json,,,,,
2026-07-15,WELL,Welltower,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/WELL_features.json,,,,,
2026-07-15,WFC,Wells Fargo,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/WFC_features.json,,,,,
2026-07-15,WMB,Williams Companies,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/WMB_features.json,,,,,
2026-07-15,WMT,Walmart,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/WMT_features.json,,,,,
2026-07-15,WY,Weyerhaeuser,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/WY_features.json,,,,,
2026-07-15,XEL,Xcel Energy,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/XEL_features.json,,,,,
2026-07-15,XYL,Xylem Inc.,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-15/XYL_features.json,,,,,
2026-07-16,AAPL,Apple Inc.,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/AAPL_features.json,,,,,
2026-07-16,ABNB,Airbnb,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/ABNB_features.json,,,,,
2026-07-16,ACN,Accenture,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/ACN_features.json,,,,,
2026-07-16,ADBE,Adobe Inc.,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/ADBE_features.json,,,,,
2026-07-16,AEP,American Electric Power,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/AEP_features.json,,,,,
2026-07-16,AES,AES Corporation,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/AES_features.json,,,,,
2026-07-16,AFL,Aflac,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/AFL_features.json,,,,,
2026-07-16,AIG,American International Group,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/AIG_features.json,,,,,
2026-07-16,AMZN,Amazon,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/AMZN_features.json,,,,,
2026-07-16,AOS,A. O. Smith,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/AOS_features.json,,,,,
2026-07-16,APA,APA Corporation,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/APA_features.json,,,,,
2026-07-16,APD,Air Products,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/APD_features.json,,,,,
2026-07-16,APO,Apollo Global Management,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/APO_features.json,,,,,
2026-07-16,AXP,American Express,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/AXP_features.json,,,,,
2026-07-16,BA,Boeing,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/BA_features.json,,,,,
2026-07-16,BKNG,Booking Holdings,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/BKNG_features.json,,,,,
2026-07-16,BKR,Baker Hughes,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/BKR_features.json,,,,,
2026-07-16,BR,Broadridge Financial Solutions,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/BR_features.json,,,,,
2026-07-16,CARR,Carrier Global,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/CARR_features.json,,,,,
2026-07-16,CASY,Casey's,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/CASY_features.json,,,,,
2026-07-16,CAT,Caterpillar Inc.,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/CAT_features.json,,,,,
2026-07-16,CBRE,CBRE Group,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/CBRE_features.json,True,6.0,True,,
2026-07-16,CEG,Constellation Energy,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/CEG_features.json,,,,,
2026-07-16,CHRW,C.H. Robinson,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/CHRW_features.json,,,,,
2026-07-16,CI,Cigna,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/CI_features.json,,,,,
2026-07-16,CL,Colgate-Palmolive,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/CL_features.json,,,,,
2026-07-16,COO,Cooper Companies (The),skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/COO_features.json,,,,,
2026-07-16,COP,ConocoPhillips,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/COP_features.json,,,,,
2026-07-16,COST,Costco,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/COST_features.json,True,18.0,True,,
2026-07-16,CSCO,Cisco,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/CSCO_features.json,,,,,
2026-07-16,CSGP,CoStar Group,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/CSGP_features.json,,,,,
2026-07-16,CTAS,Cintas,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/CTAS_features.json,,,,,
2026-07-16,CTSH,Cognizant,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/CTSH_features.json,,,,,
2026-07-16,CTVA,Corteva,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/CTVA_features.json,True,4.0,True,,
2026-07-16,CVS,CVS Health,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/CVS_features.json,,,,,
2026-07-16,CVX,Chevron Corporation,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/CVX_features.json,,,,,
2026-07-16,D,Dominion Energy,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/D_features.json,True,6.0,True,,
2026-07-16,DASH,DoorDash,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/DASH_features.json,True,11.0,True,,
2026-07-16,DG,Dollar General,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/DG_features.json,True,5.0,True,,
2026-07-16,DHR,Danaher Corporation,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/DHR_features.json,True,7.0,True,,
2026-07-16,DIS,Walt Disney Company (The),processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/DIS_features.json,True,4.0,True,,
2026-07-16,DVA,DaVita,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/DVA_features.json,True,6.0,True,,
2026-07-16,DVN,Devon Energy,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/DVN_features.json,True,10.0,True,,
2026-07-16,DXCM,Dexcom,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/DXCM_features.json,True,8.0,True,,
2026-07-16,EA,Electronic Arts,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/EA_features.json,True,5.0,True,,
2026-07-16,ED,Consolidated Edison,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/ED_features.json,,,,,
2026-07-16,EOG,EOG Resources,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/EOG_features.json,True,3.0,True,,
2026-07-16,EW,Edwards Lifesciences,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/EW_features.json,True,2.0,True,,
2026-07-16,EXE,Expand Energy,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/EXE_features.json,True,10.0,True,,
2026-07-16,FANG,Diamondback Energy,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/FANG_features.json,True,8.0,True,,
2026-07-16,GEHC,GE HealthCare,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/GEHC_features.json,True,6.0,True,,
2026-07-16,GILD,Gilead Sciences,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/GILD_features.json,True,7.0,True,,
2026-07-16,GIS,General Mills,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/GIS_features.json,True,12.0,True,,
2026-07-16,GOOGL,Alphabet Inc. (Class A),skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/GOOGL_features.json,,,,,
2026-07-16,GS,Goldman Sachs,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/GS_features.json,True,7.0,True,,
2026-07-16,HPE,Hewlett Packard Enterprise,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/HPE_features.json,True,6.0,True,,
2026-07-16,IFF,International Flavors & Fragrances,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/IFF_features.json,True,6.0,True,,
2026-07-16,IP,International Paper,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/IP_features.json,True,9.0,True,,
2026-07-16,IRM,Iron Mountain,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/IRM_features.json,True,2.0,True,,
2026-07-16,JPM,JPMorgan Chase,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/JPM_features.json,True,4.0,True,,
2026-07-16,KIM,Kimco Realty,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/KIM_features.json,True,2.0,True,,
2026-07-16,KO,Coca-Cola Company (The),skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/KO_features.json,,,,,
2026-07-16,LNT,Alliant Energy,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/LNT_features.json,,,,,
2026-07-16,LYB,LyondellBasell,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/LYB_features.json,True,6.0,True,,
2026-07-16,MAA,Mid-America Apartment Communities,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/MAA_features.json,False,0.0,True,,
2026-07-16,META,Meta Platforms,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/META_features.json,True,8.0,True,,
2026-07-16,MLM,Martin Marietta Materials,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/MLM_features.json,True,1.0,True,,
2026-07-16,MMM,3M,skipped,already_complete,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/MMM_features.json,,,,,
2026-07-16,MOS,Mosaic Company (The),processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/MOS_features.json,True,2.0,True,,
2026-07-16,NFLX,Netflix,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-16/NFLX_features.json,True,16.0,True,,
