company_name,ticker,status,question_count,answer_file,snapshot_file,error
Coca-Cola Company (The),KO,completed,30,/mnt/primary/answers/2026-07-15/Coca-Cola Company (The)_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Coca-Cola Company (The)_KO_snapshot.json,
Colgate-Palmolive,CL,completed,30,/mnt/primary/answers/2026-07-15/Colgate-Palmolive_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Colgate-Palmolive_CL_snapshot.json,
Costco,COST,completed,30,/mnt/primary/answers/2026-07-15/Costco_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Costco_COST_snapshot.json,
Dollar General,DG,completed,30,/mnt/primary/answers/2026-07-15/Dollar General_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Dollar General_DG_snapshot.json,
General Mills,GIS,completed,30,/mnt/primary/answers/2026-07-15/General Mills_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/General Mills_GIS_snapshot.json,
PepsiCo,PEP,completed,30,/mnt/primary/answers/2026-07-15/PepsiCo_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/PepsiCo_PEP_snapshot.json,
Target Corporation,TGT,completed,30,/mnt/primary/answers/2026-07-15/Target Corporation_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Target Corporation_TGT_snapshot.json,
Walmart,WMT,completed,30,/mnt/primary/answers/2026-07-15/Walmart_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Walmart_WMT_snapshot.json,
APA Corporation,APA,completed,30,/mnt/primary/answers/2026-07-15/APA Corporation_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/APA Corporation_APA_snapshot.json,
Baker Hughes,BKR,completed,30,/mnt/primary/answers/2026-07-15/Baker Hughes_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Baker Hughes_BKR_snapshot.json,
Chevron Corporation,CVX,completed,30,/mnt/primary/answers/2026-07-15/Chevron Corporation_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Chevron Corporation_CVX_snapshot.json,
ConocoPhillips,COP,completed,30,/mnt/primary/answers/2026-07-15/ConocoPhillips_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/ConocoPhillips_COP_snapshot.json,
Devon Energy,DVN,completed,30,/mnt/primary/answers/2026-07-15/Devon Energy_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Devon Energy_DVN_snapshot.json,
Diamondback Energy,FANG,completed,30,/mnt/primary/answers/2026-07-15/Diamondback Energy_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Diamondback Energy_FANG_snapshot.json,
EOG Resources,EOG,completed,30,/mnt/primary/answers/2026-07-15/EOG Resources_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/EOG Resources_EOG_snapshot.json,
Expand Energy,EXE,completed,30,/mnt/primary/answers/2026-07-15/Expand Energy_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Expand Energy_EXE_snapshot.json,
Williams Companies,WMB,completed,30,/mnt/primary/answers/2026-07-15/Williams Companies_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Williams Companies_WMB_snapshot.json,
Aflac,AFL,completed,30,/mnt/primary/answers/2026-07-15/Aflac_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Aflac_AFL_snapshot.json,
American Express,AXP,completed,30,/mnt/primary/answers/2026-07-15/American Express_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/American Express_AXP_snapshot.json,
American International Group,AIG,completed,30,/mnt/primary/answers/2026-07-15/American International Group_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/American International Group_AIG_snapshot.json,
Apollo Global Management,APO,completed,30,/mnt/primary/answers/2026-07-15/Apollo Global Management_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Apollo Global Management_APO_snapshot.json,
Goldman Sachs,GS,completed,30,/mnt/primary/answers/2026-07-15/Goldman Sachs_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Goldman Sachs_GS_snapshot.json,
JPMorgan Chase,JPM,completed,30,/mnt/primary/answers/2026-07-15/JPMorgan Chase_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/JPMorgan Chase_JPM_snapshot.json,
PayPal,PYPL,completed,30,/mnt/primary/answers/2026-07-15/PayPal_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/PayPal_PYPL_snapshot.json,
Visa Inc.,V,completed,30,/mnt/primary/answers/2026-07-15/Visa Inc_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Visa Inc_V_snapshot.json,
Wells Fargo,WFC,completed,30,/mnt/primary/answers/2026-07-15/Wells Fargo_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Wells Fargo_WFC_snapshot.json,
Cigna,CI,completed,30,/mnt/primary/answers/2026-07-15/Cigna_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Cigna_CI_snapshot.json,
Cooper Companies (The),COO,completed,30,/mnt/primary/answers/2026-07-15/Cooper Companies (The)_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Cooper Companies (The)_COO_snapshot.json,
CVS Health,CVS,completed,30,/mnt/primary/answers/2026-07-15/CVS Health_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/CVS Health_CVS_snapshot.json,
Danaher Corporation,DHR,completed,30,/mnt/primary/answers/2026-07-15/Danaher Corporation_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Danaher Corporation_DHR_snapshot.json,
DaVita,DVA,completed,30,/mnt/primary/answers/2026-07-15/DaVita_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/DaVita_DVA_snapshot.json,
Dexcom,DXCM,completed,30,/mnt/primary/answers/2026-07-15/Dexcom_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Dexcom_DXCM_snapshot.json,
Edwards Lifesciences,EW,completed,30,/mnt/primary/answers/2026-07-15/Edwards Lifesciences_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Edwards Lifesciences_EW_snapshot.json,
GE HealthCare,GEHC,completed,30,/mnt/primary/answers/2026-07-15/GE HealthCare_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/GE HealthCare_GEHC_snapshot.json,
Gilead Sciences,GILD,completed,30,/mnt/primary/answers/2026-07-15/Gilead Sciences_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Gilead Sciences_GILD_snapshot.json,
3M,MMM,completed,30,/mnt/primary/answers/2026-07-15/3M_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/3M_MMM_snapshot.json,
A. O. Smith,AOS,completed,30,/mnt/primary/answers/2026-07-15/A. O. Smith_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/A. O. Smith_AOS_snapshot.json,
Boeing,BA,completed,30,/mnt/primary/answers/2026-07-15/Boeing_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Boeing_BA_snapshot.json,
Broadridge Financial Solutions,BR,completed,30,/mnt/primary/answers/2026-07-15/Broadridge Financial Solutions_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Broadridge Financial Solutions_BR_snapshot.json,
C.H. Robinson,CHRW,completed,30,/mnt/primary/answers/2026-07-15/C.H. Robinson_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/C.H. Robinson_CHRW_snapshot.json,
Carrier Global,CARR,completed,30,/mnt/primary/answers/2026-07-15/Carrier Global_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Carrier Global_CARR_snapshot.json,
Caterpillar Inc.,CAT,completed,30,/mnt/primary/answers/2026-07-15/Caterpillar Inc_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Caterpillar Inc_CAT_snapshot.json,
Cintas,CTAS,completed,30,/mnt/primary/answers/2026-07-15/Cintas_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Cintas_CTAS_snapshot.json,
Xylem Inc.,XYL,completed,30,/mnt/primary/answers/2026-07-15/Xylem Inc_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Xylem Inc_XYL_snapshot.json,
Accenture,ACN,completed,30,/mnt/primary/answers/2026-07-15/Accenture_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Accenture_ACN_snapshot.json,
Adobe Inc.,ADBE,completed,30,/mnt/primary/answers/2026-07-15/Adobe Inc_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Adobe Inc_ADBE_snapshot.json,
Apple Inc.,AAPL,completed,30,/mnt/primary/answers/2026-07-15/Apple Inc_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Apple Inc_AAPL_snapshot.json,
Cisco,CSCO,completed,30,/mnt/primary/answers/2026-07-15/Cisco_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Cisco_CSCO_snapshot.json,
Cognizant,CTSH,completed,30,/mnt/primary/answers/2026-07-15/Cognizant_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Cognizant_CTSH_snapshot.json,
Hewlett Packard Enterprise,HPE,completed,30,/mnt/primary/answers/2026-07-15/Hewlett Packard Enterprise_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Hewlett Packard Enterprise_HPE_snapshot.json,
Sandisk,SNDK,completed,30,/mnt/primary/answers/2026-07-15/Sandisk_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Sandisk_SNDK_snapshot.json,
ServiceNow,NOW,completed,30,/mnt/primary/answers/2026-07-15/ServiceNow_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/ServiceNow_NOW_snapshot.json,
Western Digital,WDC,completed,30,/mnt/primary/answers/2026-07-15/Western Digital_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Western Digital_WDC_snapshot.json,
"Workday, Inc.",WDAY,completed,30,"/mnt/primary/answers/2026-07-15/Workday, Inc_answer_2026-07-15.txt","/mnt/primary/finnhub_snapshots/2026-07-15/Workday, Inc_WDAY_snapshot.json",
Air Products,APD,completed,30,/mnt/primary/answers/2026-07-15/Air Products_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Air Products_APD_snapshot.json,
Corteva,CTVA,completed,30,/mnt/primary/answers/2026-07-15/Corteva_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Corteva_CTVA_snapshot.json,
International Flavors & Fragrances,IFF,completed,30,/mnt/primary/answers/2026-07-15/International Flavors & Fragrances_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/International Flavors & Fragrances_IFF_snapshot.json,
International Paper,IP,completed,30,/mnt/primary/answers/2026-07-15/International Paper_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/International Paper_IP_snapshot.json,
LyondellBasell,LYB,completed,30,/mnt/primary/answers/2026-07-15/LyondellBasell_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/LyondellBasell_LYB_snapshot.json,
Martin Marietta Materials,MLM,completed,30,/mnt/primary/answers/2026-07-15/Martin Marietta Materials_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Martin Marietta Materials_MLM_snapshot.json,
Mosaic Company (The),MOS,completed,30,/mnt/primary/answers/2026-07-15/Mosaic Company (The)_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Mosaic Company (The)_MOS_snapshot.json,
Smurfit Westrock,SW,completed,30,/mnt/primary/answers/2026-07-15/Smurfit Westrock_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Smurfit Westrock_SW_snapshot.json,
Steel Dynamics,STLD,completed,30,/mnt/primary/answers/2026-07-15/Steel Dynamics_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Steel Dynamics_STLD_snapshot.json,
Vulcan Materials Company,VMC,completed,30,/mnt/primary/answers/2026-07-15/Vulcan Materials Company_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Vulcan Materials Company_VMC_snapshot.json,
CBRE Group,CBRE,completed,30,/mnt/primary/answers/2026-07-15/CBRE Group_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/CBRE Group_CBRE_snapshot.json,
CoStar Group,CSGP,completed,30,/mnt/primary/answers/2026-07-15/CoStar Group_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/CoStar Group_CSGP_snapshot.json,
Iron Mountain,IRM,completed,30,/mnt/primary/answers/2026-07-15/Iron Mountain_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Iron Mountain_IRM_snapshot.json,
Kimco Realty,KIM,completed,30,/mnt/primary/answers/2026-07-15/Kimco Realty_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Kimco Realty_KIM_snapshot.json,
Mid-America Apartment Communities,MAA,completed,30,/mnt/primary/answers/2026-07-15/Mid-America Apartment Communities_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Mid-America Apartment Communities_MAA_snapshot.json,
Ventas,VTR,completed,30,/mnt/primary/answers/2026-07-15/Ventas_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Ventas_VTR_snapshot.json,
Welltower,WELL,completed,30,/mnt/primary/answers/2026-07-15/Welltower_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Welltower_WELL_snapshot.json,
Weyerhaeuser,WY,completed,30,/mnt/primary/answers/2026-07-15/Weyerhaeuser_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Weyerhaeuser_WY_snapshot.json,
AES Corporation,AES,completed,30,/mnt/primary/answers/2026-07-15/AES Corporation_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/AES Corporation_AES_snapshot.json,
Alliant Energy,LNT,completed,30,/mnt/primary/answers/2026-07-15/Alliant Energy_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Alliant Energy_LNT_snapshot.json,
American Electric Power,AEP,completed,30,/mnt/primary/answers/2026-07-15/American Electric Power_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/American Electric Power_AEP_snapshot.json,
Consolidated Edison,ED,completed,30,/mnt/primary/answers/2026-07-15/Consolidated Edison_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Consolidated Edison_ED_snapshot.json,
Constellation Energy,CEG,completed,30,/mnt/primary/answers/2026-07-15/Constellation Energy_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Constellation Energy_CEG_snapshot.json,
Dominion Energy,D,completed,30,/mnt/primary/answers/2026-07-15/Dominion Energy_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Dominion Energy_D_snapshot.json,
Vistra Corp.,VST,completed,30,/mnt/primary/answers/2026-07-15/Vistra Corp_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Vistra Corp_VST_snapshot.json,
WEC Energy Group,WEC,completed,30,/mnt/primary/answers/2026-07-15/WEC Energy Group_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/WEC Energy Group_WEC_snapshot.json,
Xcel Energy,XEL,completed,30,/mnt/primary/answers/2026-07-15/Xcel Energy_answer_2026-07-15.txt,/mnt/primary/finnhub_snapshots/2026-07-15/Xcel Energy_XEL_snapshot.json,
